Title;Authors;PMID;Include;Reason for exclusion;Publishing year;Publishing month;Submission year;Submission month;Research data;Healthcare data;ICD-10 chapter;COVID-19 research;First author;Senior author;Data source;Data origin;Time-to-Publication
Characterizing Thrombotic Complication Risk Factors Associated With COVID-19 via Heterogeneous Patient Data: Retrospective Observational Study.;Rosario B and Zhang A and Patel M and Rajmane A and Xie N and Weeraratne D and Alterovitz G;36044652;Yes;;2022;10;2021;12;No;Yes;22;Yes;US;US;IBM, Mass General Brigham;US;10.0
De-identifying free text of Japanese electronic health records.;Kajiyama K and Horiguchi H and Okumura T and Morita M and Kano Y;32958039;No (excluded in title and abstract screening);No medical research (focus on anonymization);2020;9;2019;5;No;Yes;;;;;;;16.0
Focused psychosocial interventions for children in low-resource humanitarian settings: a systematic review and individual participant data meta-analysis.;Purgato M and Gross AL and Betancourt T and Bolton P and Bonetto C and Gastaldon C and Gordon J and O'Callaghan P and Papola D and Peltonen K and Punamaki RL and Richards J and Staples JK and Unterhitzenberger J and van Ommeren M and de Jong J and Jordans MJD and Tol WA and Barbui C;29530422;Yes;;2018;4;2017;7;Yes;No;5;No;IT;IT;Multiple;IT, US, GB, FI, AU, DE, CH, NL, UG;9.0
Efficient Active Learning for Electronic Medical Record De-identification.;Li M and Scaiano M and El Emam K and Malin BA;31259000;No (excluded in title and abstract screening);No medical research (focus on anonymization);2019;;na;na;No;Yes;;;;;;;
Assessment of a demonstrator repository for individual clinical trial data built upon DSpace.;Tilki B and Schulenberg T and Canham S and Banzi R and Kuchinke W and Ohmann C;32528663;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2020;;na;na;Yes;Yes;;;;;;;
NeuroBlu, an electronic health record (EHR) trusted research environment (TRE) to support mental healthcare analytics with real-world data.;Patel R and Wee SN and Ramaswamy R and Thadani S and Tandi J and Garg R and Calvanese N and Valko M and Rush AJ and Rentería ME and Sarkar J and Kollins SH;35459671;No (excluded in title and abstract screening);No medical research (focus on data provision);2022;4;na;na;No;Yes;;;;;;;
Effects of isometric resistance training on resting blood pressure: individual participant data meta-analysis.;Smart NA and Way D and Carlson D and Millar P and McGowan C and Swaine I and Baross A and Howden R and Ritti-Dias R and Wiles J and Cornelissen V and Gordon B and Taylor R and Bleile B;30889048;Yes;;2019;10;na;na;Yes;No;9;No;AU;AU;Multiple;various;
Classifying Refugee Status Using Common Features in EMR.;Morrison M and Nobles V and Johnson-Agbakwu CE and Bailey C and Liu L;36050919;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2022;10;2022;7;No;Yes;;;;;;;3.0
Sharing of Individual Participant Data from Clinical Trials: General Comparison and HIV Use Case.;Mayer CS and Williams N and Gold S and Fung KW and Huser V;32308859;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2019;;na;na;Yes;No;;;;;;;
Toward a Model for Personal Health Record Interoperability.;Roehrs A and da Costa CA and Righi RDR and Rigo SJ and Wichman MH;29993759;No (excluded in title and abstract screening);No medical research (no new insights with direct relevance to health);2019;3;na;na;No;Yes;;;;;;;
The Veterans Affairs Precision Oncology Data Repository, a Clinical, Genomic, and Imaging Research Database.;Elbers DC and Fillmore NR and Sung FC and Ganas SS and Prokhorenkov A and Meyer C and Hall RB and Ajjarapu SJ and Chen DC and Meng F and Grossman RL and Brophy MT and Do NV;33205130;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2020;9;2020;1;Yes;Yes;;;;;;;8.0
Primary care EMR and administrative data linkage in Alberta, Canada: describing the suitability for hypertension surveillance.;Garies S and Youngson E and Soos B and Forst B and Duerksen K and Manca D and McBrien K and Drummond N and Quan H and Williamson T;32830109;No (excluded in title and abstract screening);No medical research (focus on anonymization);2020;8;2020;4;No;Yes;;;;;;;4.0
Development of an Open-Source Annotated Glaucoma Medication Dataset From Clinical Notes in the Electronic Health Record.;Chen JS and Lin WC and Yang S and Chiang MF and Hribar MR;36441131;No (excluded in title and abstract screening);No medical research (focus on data provision);2022;11;na;na;No;Yes;;;;;;;
Sexual Orientation Demographic Data in a Clinical Cohort of Transgender Patients.;Dubin S and Cook TE and Radix A and Greene RE;33730758;Yes;;2021;3;na;na;No;Yes;;No;US;US;New York University Langone Health;US;
Genotypic and phenotypic spectrum of infantile liver failure due to pathogenic TRMU variants.;Vogel GF and Mozer-Glassberg Y and Landau YE and Schlieben LD and Prokisch H and Feichtinger RG and Mayr JA and Brennenstuhl H and Schröter J and Pechlaner A and Alkuraya FS and Baker JJ and Barcia G and Baric I and Braverman N and Burnyte B and Christodoulou J and Ciara E and Coman D and Das AM and Darin N and Della Marina A and Distelmaier F and Eklund EA and Ersoy M and Fang W and Gaignard P and Ganetzky RD and Gonzales E and Howard C and Hughes J and Konstantopoulou V and Kose M and Kerr M and Khan A and Lenz D and McFarland R and Margolis MG and Morrison K and Müller T and Murayama K and Nicastro E and Pennisi A and Peters H and Piekutowska-Abramczuk D and Rötig A and Santer R and Scaglia F and Schiff M and Shagrani M and Sharrard M and Soler-Alfonso C and Staufner C and Storey I and Stormon M and Taylor RW and Thorburn DR and Teles EL and Wang JS and Weghuber D and Wortmann S;36305855;No (excluded before screening);Outside the search period;2023;6;2022;7;No;Yes;;;;;;;11.0
Enhanced Recovery After Surgery Interactive Audit System: 10 Years' Experience with an International Web-Based Clinical and Research Perioperative Care Database.;Currie A and Soop M and Demartines N and Fearon K and Kennedy R and Ljungqvist O;30647549;No (excluded in title and abstract screening);No medical research (focus on data provision);2019;1;na;na;No;Yes;;;;;;;
Findings from the 2019 International Medical Informatics Association Yearbook Section on Health Information Management.;Bloomrosen M and Berner ES;31419817;No (excluded in title and abstract screening);Anonymous survey;2019;8;na;na;No;Yes;;;;;;;
Data quality methods through remote source data verification auditing: results from the Congenital Cardiac Research Collaborative.;Pettus JA and Pajk AL and Glatz AC and Petit CJ and Goldstein BH and Qureshi AM and Nicholson GT and Meadows JJ and Zampi JD and Law MA and Shahanavaz S and Kelleman MS and McCracken CM;33726868;Yes;;2021;11;na;na;Yes;No;9;No;US;US;Children's Healthcare of Atlanta;US;
Melanoma incidence in Australian commercial pilots, 2011-2016.;Olsen CM and Miura K and Dusingize JC and Hosegood I and Brown R and Drane M and Clem P and Marsden J and Tinker R and Karipidis K and Coroneo M and Green AC;31113813;Yes;;2019;7;2018;12;No;Yes;2;No;AU;GB;Australian Civil Aviation Safety Authority;AU;7.0
Studying patterns and predictors of HIV viral suppression using A Big Data approach: a research protocol.;Zhang J and Olatosi B and Yang X and Weissman S and Li Z and Hu J and Li X;35120435;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2022;2;2021;12;Yes;Yes;;;;;;;2.0
The SHOnet learning health system: Infrastructure for continuous learning in pediatric rehabilitation.;Koscielniak N and Jenkins D and Hassani S and Buckon C and Tucker JS and Sienko S and Tucker CA;35860324;No (excluded in title and abstract screening);No medical research (focus on data provision);2022;7;2021;7;Yes;Yes;;;;;;;12.0
Electronic Health Record Reminders for Chlamydia Screening in an American Indian Population.;Hughes MS and Apostolou A and Reilley B and Leston J and McCollum J and Iralu J;33301693;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2021;5;na;na;No;Yes;;;;;;;
Public opinion on sharing data from health services for clinical and research purposes without explicit consent: an anonymous online survey in the UK.;Jones LA and Nelder JR and Fryer JM and Alsop PH and Geary MR and Prince M and Cardinal RN;35477868;No (excluded in title and abstract screening);Anonymous survey;2022;4;na;na;No;Yes;;;;;;;
Complement-mediated hemolysis persists year round in patients with cold agglutinin disease.;Röth A and Fryzek J and Jiang X and Reichert H and Patel P and Su J and Morales Arias J and Broome CM;34813663;Yes;;2022;1;2021;4;No;Yes;3;No;DE;US;Optum;US;9.0
Prevalence of New-Onset Tinnitus after COVID-19 Vaccination with Comparison to Other Vaccinations.;Dorney I and Bobak L and Otteson T and Kaelber DC;36098476;No (excluded before screening);Outside the search period;2023;7;2022;5;No;Yes;8;Yes;US;US;TriNetX;US;14.0
Data Sharing in Neurosurgery and Neurology Journals.;Johnson JN and Hanson KA and Jones CA and Grandhi R and Guerrero J and Rodriguez JS;30050735;No (excluded in title and abstract screening);No real-world application (findings not based on real-world data);2018;5;na;na;Yes;No;;;;;;;
Using electronic medical record data to assess chronic kidney disease, type 2 diabetes and cardiovascular disease testing, recognition and management as documented in Australian general practice: a cross-sectional analysis.;Jones JL and Lumsden NG and Simons K and Ta'eed A and de Courten MP and Wijeratne T and Cox N and Neil CJA and Manski-Nankervis JA and Hamblin PS and Janus ED and Nelson CL;35177470;Yes;;2022;2;na;na;No;Yes;9;No;AU;AU;Multiple;AU;
Systemic Lupus Erythematosus Delivery Outcomes Are Unchanged Across Three Decades.;Barnado A and Hubbard J and Green S and Camai A and Wheless L and Osmundson S;35670028;Yes;;2022;8;2022;2;No;Yes;13;No;US;US;Vanderbilt University Medical Center;US;6.0
SHARP: enabling generation of real-world evidence on a pan-European scale to improve the lives of individuals with severe asthma.;van Bragt JJMH and Hansen S and Djukanovic R and Bel EHD and Ten Brinke A and Wagers SS and Maitland-van der Zee AH and Porsbjerg C;33898615;No (excluded in title and abstract screening);No medical research (focus on data provision);2021;4;2021;1;No;Yes;;;;;;;3.0
Congruence of opioid prescriptions and dispensing using electronic records and claims data.;Nataraj N and Zhang K and Strahan AE and Guy GP Jr;34008209;Yes;;2021;12;2020;5;No;Yes;5;No;US;US;IBM MarketScan Eplorys;US;19.0
Using big data from real-world Australian rheumatology encounters to enhance clinical care and research.;Littlejohn GO and Tymms KE and Smith T and Griffiths HT;31820719;No (excluded in title and abstract screening);No medical research (focus on data provision);2020;9;na;na;No;Yes;;;;;;;
Application of big-data for epidemiological studies of refractive error.;Moore M and Loughman J and Butler JS and Ohlendorf A and Wahl S and Flitcroft DI;33891638;Yes;;2021;4;2020;12;No;Yes;7;No;IE;IE;Multiple;IE;4.0
Validation pipeline for machine learning algorithm assessment for multiple vendors.;Bizzo BC and Ebrahimian S and Walters ME and Michalski MH and Andriole KP and Dreyer KJ and Kalra MK and Alkasab T and Digumarthy SR;35486572;No (excluded in title and abstract screening);No tabular data;2022;;2021;12;No;Yes;;;;;;;
Ensemble Approaches to Recognize Protected Health Information in Radiology Reports.;Horng H and Steinkamp J and Kahn CE Jr and Cook TS;35715655;No (excluded in title and abstract screening);No tabular data;2022;12;2022;3;No;Yes;;;;;;;9.0
Characterizing cancer and COVID-19 outcomes using electronic health records.;Kim Y and Zhu L and Zhu H and Li X and Huang Y and Gu C and Bush H and Chung C and Zhang GQ;35507598;Yes;;2022;;2021;8;No;Yes;22;Yes;US;US;Optum;US;
The Effects of HER2 Alterations in EGFR Mutant Non-small Cell Lung Cancer.;Nagasaka M and Singh V and Baca Y and Sukari A and Kim C and Mamdani H and Spira AI and Uprety D and Bepler G and Kim ES and Raez LE and Pai SG and Ikpeazu C and Oberley M and Feldman R and Xiu J and Korn WM and Wozniak AJ and Borghaei H and Liu SV;34801409;Yes;;2022;1;2021;6;No;Yes;2;No;US;US;Caris Life Sciences;US;7.0
Development and Validation of an Electronic Medical Record Algorithm to Identify Phenotypes of Rotator Cuff Tear.;Gao C and Fan R and Ayers GD and Giri A and Harris K and Atreya R and Teixeira PL and Jain NB;32198840;Yes;;2020;11;2019;9;No;Yes;13;No;US;US;Vanderbilt University Medical Center;US;14.0
Overview of the First Natural Language Processing Challenge for Extracting Medication, Indication, and Adverse Drug Events from Electronic Health Record Notes (MADE 1.0).;Jagannatha A and Liu F and Liu W and Yu H;30649735;No (excluded in title and abstract screening);No tabular data;2019;1;na;na;No;Yes;;;;;;;
Barriers to access to clinical trial data: Obstruction of a RIAT reanalysis of the treatment for adolescents with depression study.;Aboustate N and Jureidini J;34719437;No (excluded in full-paper screening);4a (data not obtained);2022;;na;na;Yes;No;5;No;AU;AU;;?;
Health timeline: an insight-based study of a timeline visualization of clinical data.;Ledesma A and Bidargaddi N and Strobel J and Schrader G and Nieminen H and Korhonen I and Ermes M;31438942;Yes;;2019;8;2018;7;No;Yes;;No;FI;FI;Multiple;AU;13.0
Electronic Health Records-Based Cardio-Oncology Registry for Care Gap Identification and Pragmatic Research: Procedure and Observational Study.;Chandra A and Philips ST and Pandey A and Basit M and Kannan V and Sara EJ and Das SR and Lee SJC and Haley B and Willett DL and Zaha VG;33797396;Yes;;2021;5;2020;7;No;Yes;2;No;US;US;University of Texas Southwestern Medical Center;US;10.0
